category,clean_comment,sentiment
"general","omg what sorcery is thisshe is the most beautiful woman on earth that bone structure those blue sparkly eyes such a pretty complexion this should be illegal unfair against all other women on planet","spam"
"general","you should put a trigger warning for people who can not see blood cause you kinda looked like you murdered yourself","negative"
"general","how much time it takes to complete the whole process","positive"
"general","","positive"
"general","is it just me or did he look like one of the stoke twins before","positive"
"general","so cute","spam"
"general","are you justin bieber girlfriend","positive"
"hair","i actually like how my hair curves out because it doesnt get in my face and frames it really well also you are so pretty","spam"
"general","wow","positive"
"general","i think she said isaiah","positive"
"general","s bro you dont","positive"
"general","do 2016","positive"
"general","this is not all british people","negative"
"general","this is the first time i have ever subscribed to a channel by watching just one video lmao","spam"
"general","this probably looks like in person","positive"
"general","first apply lip balm","positive"
"cosmetic","mam aap fitoor ki 30 episo de mein dilnasheen ka makeup kare look please like please","positive"
"general","yore","positive"
"general","india","positive"
"general","even your hands look so beautiful youre truly so beautiful","spam"
"general","can u share link for the accessories organiser","positive"
"general","gotta love that getting a diploma is what is the goal these days not an education or knowledge in valuable fields that no one can ever take away nope just grade inflation if grades at all these days and a diploma in any ridiculous field im a graduate im hot people used to demand universities to provide top tier teachers that could impart real wisdom and practical knowledge now students cheer when class is cancelled a class that likely cost them over 700 1000 then they ask why their loans are so high and why they cant find jobs you didnt get an education you got a diploma but hey youre hot","spam"
"general","indian wear ke sath achcha lag raha","positive"
"hair","thank you so much curly tales for this interview it is so so inspiring one of the best interviews on curly tales","spam"
"general","5 giving food 1 boys answering 94 girls saying what people said","positive"
"general","levijedmurphy","positive"
"general","aapne eye ke bagal me kuchh jyada powder laga liya hai","positive"
"cosmetic","you look amazing but remember you are pretty with or without makeup","spam"
"general","can u say bottle of water please","positive"
"skincare","yay so fun i admire your boldnesss to change your look also your skin is beautiful","spam"
"general","baab","positive"
"general","","positive"
"general","alleyrose24 u can call me a mistake or anything u want but he is still a man","positive"
"general","men with good hygiene are actually really attractive those who are commenting about other men taking care of themselves are the ones who have not been near a woman","spam"
"general","love this look","spam"
"general","dashing yash ji","positive"
"general","mashallah mashallah mashallah api you r soo cute and your husband mashallah soo sweet allah pak apko apki family ko dhyr sari khushiyo sy nawazy ameen love you api","spam"
"general","nope just the you","positive"
"general","i am convinced that your method of facial exercises will work more than other facial exercises l had practiced i felt the tension in my facial muscles while following your exercises while with the other methods that requires hand manipulation of the facial muscles externally l dont feel the effects as with your method i will now seriously consider using your method often","spam"
"general","ada halal dan bpom nya gak","positive"
"general","india is best","spam"
"general","mam apka no kiya h","positive"
"general","cest incroyable","negative"
"hair","sorry you did not win this trend i know somebody who has hair really long","negative"
"general","absolutely hermosa mami see when everyone is trying to put you down just remember two things they really dont feel that good about themselves and also you have something so special and so rare and so beautiful dont ever forget thathermosa chica bonita","spam"
"general","you are pretty the way you are","spam"
"general","itne lambe nail extensions hain aapke baby k sath aapko prob nahi aati inke wjh se","positive"
"general","are you telling liza koshy isnt talking rn","positive"
"general","btw where r u going","positive"
"hair","i am skih and skih girls beautiful without hair cutting who can agree","spam"
"general","gurl you slayed","positive"
"general","american","positive"
"general","odgj jenis apa bang bisa nurut","positive"
"general","lol he was funny","spam"
"general","u are soo pretty btw","spam"
"general","very beautiful girl","spam"
"general","di wese to me apki mostly video dekhti hun but comments nhi kr pati hun kabhi but really aap bhot acha ho mana aap iska bhi payment lete ho pr ek insan apne life h jo kaam doctor la hota h wo aap ne kiyaadil se apke liye blessings","positive"
"general","as a loyal side part girl i gotta say that middle part looked pretty good lol thank you","spam"
"general","i love this type of eye looks","spam"
"cosmetic","this is a legit question im not trying to be rude but i wanna know why you became a woman im not trying to be rude i love your account i just want to know your so good at that you should be a makeup artist","spam"
"hair","bro at least your hair long","positive"
"general","no difference","positive"
"general","cool","spam"
"general","jenniferibarra7737the new guy shes leaving her husband for was also married when they started hooking up allegedly","positive"
"general","meri tarah kise difference nahi dikha","positive"
"general","no way same person are you saying this about yourself","negative"
"general","thank you so much","spam"
"general","","positive"
"general","u really do think that but just cover it up so your not cancelled","negative"
"general","","positive"
"general","you look so gorgeous","spam"
"general","bald","positive"
"hair","akka hairstyle video podunga","positive"
"general","irl rapunzle","positive"
"general","","positive"
"general","paano nyo po nalaman na ayaw sa knya ng parent ni loonyonapanood kopo ung sa djs vlog pero ung s ababae aayw kay lunioat paano dw malalamn kung mahal pagdw ayw mona mawla sa knyakaht career pero bat tinatago ni lunio c girl meaning ma smahal ang careerhahhahaha","positive"
"general","thats my country","positive"
"general","dont listen to them you are beautiful i wish i was pretty as you","spam"
"general","thank you so much","spam"
"general","no one is born ugly we are just born in judgmental society kim namjoon","positive"
"general","wtf","negative"
"general","so proud of african","spam"
"cosmetic","why do people not like boys makeup","negative"
"general","bruhhhhh u look gorgeous slay queennnn","spam"
"hair","all that make up im so sick of societal beauty standards and im sick of people pushing them on other people my leg hair is beautiful my underarm hair is beautiful the occasional acne from my period is beautiful my crazy hair in the morning is beautiful and if you dont think so your society is ugly and vain and empty","negative"
"cosmetic","bros makeup u look a bit cringe cl","negative"
"general","beautiful","spam"
"general","very nice","spam"
"general","lol","positive"
"general","always 2020s","positive"
"general","that issac is mine","positive"
"general","the craziest yhing is he rocks all of em","spam"
"general","","positive"
"general","still do this","positive"
"general","all people applied air on their faces and are expecting us to think its something on their faces lol","positive"
"general","you still look pretty with a mustache","spam"
"general","panchaverna kundan","positive"
"general","i think black calls for you","positive"
"general","im not saying this in a offensive way but i thought you were birthed a girl until a read the title you fooled me that must mean your beautiful and dont let anyone tell u otherwise","spam"
"general","bhaiya teachers nahin bole to theek hai per principal to school hi se nikal denge","positive"
"cosmetic","shouldnt the collagen mask be put on bwfore you do the makeup freckles","positive"
"general","ambani bhi kahega behan yeh kya pehna hai esse kapde seh toh haaam apni gaadi saaf kar wate hai","positive"
"general","hey ready to go to the bathroom","positive"
"general","","positive"
"general","so i guess dred locs dont grow either","negative"
"cosmetic","i wear it for fun around the house because i like making myself look different almost like acting makeup or to special occasions like birthdays weddings etc yk a bit of eyeshadow or lipstick but i dont wear it every day i dont agree that its needed and people shouldnt be insecure to the point where they have to wear makeup in my opinion but i dont think i or anyone else has the right to say it takes away from our beauty because its unnatural also the effects of the chemicals can generally be reversed and or treated and not all makeup products are bad for you","positive"
"general","how to purchase your kurtis from canada all your dresses have access only from india","positive"
"general","flawless","positive"
